source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp
418551920284673408,10.12724197930297,56.53718879378639,14.090976249252234,1.9425238,1.1434835
4357027756659697664,243.58621066034064,-3.694967708333353,20.411292350652413,2.0164251,1.5633104
5589311357728452608,109.28559423278779,-37.097444485279574,5.762063161817684,2.0832374,1.5425804
4993479684438433792,6.57215550145885,-42.30782032569077,39.91825815729799,2.0899775,1.2694821
4038055447778237312,274.4060904518451,-36.76242931758906,23.885852068095137,2.1164951,1.8272674
1279798794197267072,221.24648617076684,27.074315757773466,13.82667260913517,2.1833525,1.1840065
160886283751041408,74.24843702624405,33.16601472318802,7.249065034494049,2.1975422,1.4451852
4302054339959905920,296.56498571046956,10.613252703828636,5.589928355256642,2.223692,1.4782449
1222646935698492160,233.67254376294218,26.714295174747274,42.24080076261629,2.2693703,0.529583
5111187420714898304,59.507642022011794,-13.509012610930261,17.00162879163835,2.2707934,1.689486
1563590579347125632,200.98237336533253,54.92525907860076,40.213284471127004,2.282647,0.5343387
4049506483413484672,275.24868220695066,-29.82822386700995,7.846769491115783,2.296982,1.4261992
6227443304915069056,226.0172005141403,-25.2821590562471,12.538654525627177,2.3034124,1.9100549
804753180515722624,155.58176101601168,41.49966386040507,17.798718499448466,2.32451,1.645093
4429785739602747392,236.0675744297602,6.4258326669088035,43.94497411580315,2.3253543,1.3348399
2106630885454013184,283.83388403904866,43.946451132674866,10.440410406499382,2.3616831,2.4237096
5922444483103229952,261.3248860596135,-55.529996917051356,4.560053792219337,2.3912818,1.4427056
6407842789021567872,334.62477862508103,-60.25977542657531,17.732356212677455,2.396663,1.438695
856096765753549056,165.46097417209683,56.38257749355825,38.60307997876443,2.3985364,0.49357748
3704342295607157120,193.89877797423057,3.3972301950318524,17.4064804454874,2.4037774,1.8989389
4473334474604992384,265.86794661822,4.568012245771951,39.22844495769126,2.4423249,1.2892413
3501215734352781440,188.59681758232725,-23.397012233844624,22.00492733579523,2.448283,1.0926499
4629125170492116224,56.810583950214635,-74.23845269276111,15.07934675483247,2.4740036,1.8262122
702343774145932544,140.2625728404832,34.39263287351821,14.704195701416294,2.488654,1.6008933
1625209684868707328,245.9977069286059,61.514463511632556,35.71632757836309,2.494415,1.0970564
6126469654585981952,182.08939329942342,-50.72248107334658,5.7179329578318505,2.508257,0.25244522
5917537534527580160,254.65491303478962,-55.99029939641002,5.772484443283007,2.5107856,1.6126139
5361403934691772160,161.6928645043898,-49.420476913951866,29.050584144755422,2.5133939,1.1023693
4076915349846977664,276.99244340050245,-25.422523033637848,42.91983428306095,2.5435061,1.2009923
5306951892646516992,142.80522590576416,-57.03435042166543,14.623396609093676,2.5465453,1.647223
1297565458994346240,247.55452931903397,21.48954466071868,22.002254438170677,2.547638,1.1411304
1415230383034813824,262.6080575941285,52.301443329615346,8.919816494942994,2.5482864,1.1480441
2971266110612490624,83.18258484252563,-17.822282254766677,1.6817195427885396,2.5535128,0.6914878
4337352305320149760,249.28979755823173,-10.566976077121021,7.408845727983025,2.5565956,0.44186306
5099455184968674560,49.87942190770887,-21.75771998267506,10.615268776173938,2.5895581,2.011383
5502164890740285696,102.48426657164553,-50.61484787877496,18.757713279082175,2.6184993,1.3124249
3736865265441207424,195.54291476874843,10.95923674149768,30.210957333166505,2.619051,1.1567237
2968097043228517120,82.06131804802973,-20.759815662845018,20.869734045876413,2.627176,1.0872264
3490234568129160704,182.53082136956726,-22.619722010989726,10.598376382247242,2.6297014,1.384757
5512070906394195968,112.30725962073404,-43.300592607109294,17.023374330493326,2.6405158,1.6322141
3384529341302871296,100.98300597068413,25.131074836391473,3.747653899374491,2.6483977,1.4132671
447071293401293056,46.19914439438418,53.50642323794812,14.125159961030231,2.651,1.0181456
2026116260337482112,292.6803397469523,27.959624176962155,8.981563552668588,2.651682,1.3495245
2900546759663847168,84.91226376039107,-34.07421247244894,11.400786448797566,2.6532035,0.29323173
2962546605447869184,76.36538394458108,-22.371367602513757,15.599908298075055,2.6534927,1.5497768
779106556394253824,167.41547770774767,44.4983642995888,23.227226550456237,2.68003,1.3199959
510204838759030144,21.45661245731054,60.235067611380984,32.02972419177956,2.6805298,0.5723715
4683897617110115200,6.482504988433097,-77.25279546754571,133.71940556671353,2.6807318,0.92413735
1339952869195300608,258.7616572468772,36.809174548038804,8.899064345249363,2.7025177,1.4799106
5859405805013401984,184.39008382548533,-67.96085330413052,9.991496143923554,2.7034264,2.3211966
2671038928727970944,322.8898027828743,-5.571211107815946,5.972785301344111,2.7120852,1.0929565
1381119031215320576,247.16079375745315,41.881650687920455,8.486623721850398,2.7236698,3.1317515
4049975081571729920,271.45176593069976,-30.424938157908525,32.26965661295192,2.7243106,1.2346699
1887953690728237568,340.7506395031158,30.221130397877182,16.630835440035625,2.7250793,1.109237
2680356911816018048,331.44606406642515,-0.31989739999996836,4.94514532586508,2.727835,1.1494417
5239828735016184448,160.7389810431919,-64.39440583205966,7.6371045121724,2.7347076,0.055695772
3557567320183657472,162.40663105834716,-16.19275976302023,23.794020354103314,2.7356641,1.3883028
3017190546641718144,83.85826322361507,-5.909896048091421,1.9968658285610956,2.7408419,0.11113644
5698015743046182272,121.8856299797689,-24.304115553778075,51.39988628348321,2.7505891,0.78982997
4935615308047192576,22.091261274313453,-43.31915413670581,13.361166787925637,2.7603414,1.6890006
5610441600394646016,105.42975475577698,-27.934808608833123,2.508532778196012,2.7605493,1.7686272
6071060144089351808,183.7860104400386,-58.748974282250245,7.168087771989562,2.7730124,-0.007714033
6194563955869054848,199.7307355656656,-23.171710892760082,25.52860508281361,2.776534,1.1548169
3211922645854328832,76.9620005509911,-5.086810304091459,36.24560427650994,2.7777147,0.43548036
641662895638787584,146.46258258682883,23.7742057827888,14.33944287393727,2.7839565,1.0609426
5826168461855385472,238.7838064740902,-63.43251144584002,80.48541193436336,2.784391,0.62880015
4082115215112774272,287.440967928891,-21.02377872569698,6.241001258151316,2.803014,0.6970482
2887731882922767744,87.74026611929386,-35.76651139745324,36.90381517096654,2.8041787,1.2997231
2255173119658513408,288.13986191145926,67.66194921202765,33.34994526763806,2.8079169,1.2463834
168726523212358272,58.53304404662457,31.88359461391294,3.855550617532855,2.8219895,0.35094476
6838311796136238976,326.76139246141946,-16.128607188133948,85.94055985093036,2.836813,0.6872513
1824534959611831680,296.84697410021977,18.53431498544213,5.967380825829624,2.8368227,1.9357872
6875990375999580544,305.2529803545091,-14.781406001156812,8.396575006308046,2.8368742,1.0786076
6674382927491854848,309.3921343889334,-47.2912080024033,32.898854474949125,2.8521497,1.2221763
2769202742740232960,3.3089703843753013,15.183550741446307,6.947422027434692,2.8534293,0.09509516
1823067317695766784,299.6895907690142,19.4922471120651,11.337545204585858,2.8593628,1.6970007
2610370969483589888,343.1537089468947,-7.579451402482835,8.936000082367386,2.8595295,1.9338799
4039970797062166400,267.4647360322948,-37.0432231563698,24.73401438925934,2.860071,1.3463864
5958043164999014400,266.8961644868148,-40.127021345862346,1.4177487203133474,2.8666828,0.9037235
2199493438511811712,332.7137697826255,58.20128527773775,3.2971978923053005,2.8701382,1.5724754
583588100209595776,133.84799100696154,5.9456285938922715,21.313272879490093,2.8702028,1.1994629
5253347574087339776,154.27049434677835,-61.3322788093693,4.304645225574549,2.8710227,1.5570004
2858629802998456576,9.832595312681915,30.86050281776377,31.573488734557774,2.8720777,1.4206281
6235406071207202688,239.71290472790042,-26.114226866466353,9.673294610301134,2.8735147,-0.06000185
5538814190283894656,116.31367447237092,-37.96856044058731,2.9459649267338475,2.875049,1.8465354
4444057469252265984,254.41575470820635,9.374984808370574,37.112505074250734,2.8820894,1.3088837
5823248090239625088,229.72661750917953,-68.67968528286241,17.18088396465165,2.882312,0.3196814
229898024422755840,59.463595170524904,40.0100950978535,5.331620151096612,2.904279,0.008548498
1517698716348324992,194.0056156711975,38.31862104268021,32.722737796620656,2.9043932,0.2194066
2079784488001577600,296.2439176177008,45.13102484391075,21.14741161121059,2.9163165,0.2526536
2093931938472201600,283.62614120001314,36.89862858866195,4.235186837675473,2.922179,2.384991
5249119024128109952,146.77535748906328,-65.07197322907481,3.7373040047368864,2.9269278,0.6949799
2281778105594488192,354.83578083298244,77.63312481414683,72.51669209892496,2.9429574,1.2568743
6270558110774003968,211.59312413128,-26.682988025787974,30.8889116729351,2.948431,1.3334074
3520586071217872896,187.46509027380262,-16.51605134463174,38.05998179765627,2.9649055,0.19952226
6007749027577770496,230.4510369940133,-36.261754340239875,11.661557593684153,2.965608,1.662416
6762701233364896000,286.734746992432,-27.67154143141872,28.319548249048147,2.9668314,1.349406
1614731957531452544,231.23232031030997,58.966142735645974,32.52388531619131,2.9729202,1.3520339
4356298849169862784,244.58075014832895,-4.692331985478922,30.513634597436656,2.977211,1.2300808
6520955322608285824,337.43921411918564,-43.74920644105509,9.155560774760122,2.9805827,2.2058942
1851924859353116928,318.2340887866534,30.226696772221253,21.81303235858556,2.9821486,1.1928167
248577867988535296,55.731412103792316,47.78739289427855,6.243474592998773,2.9823132,0.034811497
4269932382607207040,275.32505935876196,-2.9019428805540897,52.44130794438597,2.9904501,1.2370036
3098404220680931968,124.1286317978316,9.185323935788704,10.102592897316667,3.0001826,1.5984769
4314399312979641728,286.3525049765623,13.863053278714878,38.23294898965933,3.001118,0.30376935
2896572746685604480,95.07833734068376,-30.06334878363528,9.49220621127137,3.0076509,0.06975937
6586825380598949632,328.4827688631597,-37.36494848913747,17.808001236182314,3.0138354,0.13039613
757565233820538752,169.61959969105789,33.0944300347131,7.982310491470233,3.0204449,1.5898306
1696877570753454208,230.1818712785812,71.83410165777194,6.595867221744522,3.0218675,0.4629395
1487434040320076800,218.01881769228896,38.30892269460632,37.91254655500852,3.022188,0.4798348
5614471482318442240,117.32353878305732,-24.859795343600315,3.0058993777046874,3.0238004,1.3292952
5786929090848333568,211.33111350491527,-76.79690699917452,8.380805497629552,3.0503223,3.525211
2162316545207257600,316.2328118253326,43.9278571769806,2.836313901245389,3.0638983,1.7368188
5971289565647972608,252.96755916146594,-38.047480863426145,1.873246274472837,3.069865,-0.013882637
1018776176872261248,143.20753978122536,51.67490604097004,73.82839808283359,3.0717425,0.8285754
4164319171172759040,269.75659946779956,-9.77415085090108,22.903060175843585,3.0769866,1.2523377
3288921720025503360,72.46212402119102,6.9613310085374644,124.61980141424488,3.0879216,0.8058183
196944217825405184,89.98371736337808,45.936700316237285,4.515407302318046,3.0882971,2.294921
1061909811871141504,172.85040436553678,69.33099194674183,8.645797394390561,3.1029344,1.8182423
6058271964884299520,185.33849318733613,-60.40074016126815,14.199861521996095,3.1038253,1.5515676
5926920079553285760,252.44682140759986,-59.04149532374984,10.699331962178958,3.1050086,1.7179904
1014058103758571520,134.7989643318015,48.040871471105525,68.00099930164292,3.120973,0.50758815
4676528209144882304,63.60655843373849,-62.473612611773696,20.34313182746785,3.1259058,1.1488793
5333974693006467328,173.94499364430385,-63.01986715208006,8.276956632943902,3.1292858,0.27234888
4573412435280434560,258.7578570009893,24.83850638924531,42.48084539964649,3.130809,0.34447908
2470140321630664064,17.148438895614227,-10.182882334720631,27.060320608827386,3.1326482,1.3475201
3400796031719045632,83.05313628063799,18.59421655157538,1.5207023448393597,3.1337926,2.329281
